LoginFreq,Purchases,AmountSpent,Tickets,DaysInactive,MembershipMonths,Churn
29,14,170,6,79,31,0
15,0,1266,2,163,29,1
14,5,4875,8,154,44,0
24,12,320,4,105,28,0
7,0,236,2,91,12,1
25,4,282,1,158,27,1
20,8,4422,6,75,4,0
2,16,1932,6,116,21,0
7,15,3167,4,152,9,0
6,7,2348,3,122,49,0
17,16,1611,10,55,34,0
27,14,3728,1,9,37,0
25,0,2432,1,106,21,1
25,11,1935,6,62,60,0
28,4,576,9,111,23,1
2,5,2925,6,146,24,0
3,0,261,3,51,10,1
5,0,2364,3,103,38,1
5,9,3511,3,19,6,0
1,9,4780,10,69,21,0
8,2,2321,1,117,37,1
12,16,2125,8,82,29,0
24,18,1612,0,123,59,0
4,10,3280,7,33,40,0
13,17,523,5,108,21,0
23,1,451,9,166,22,1
15,8,10,6,13,35,0
11,16,912,4,177,46,0
10,13,1230,5,73,5,0
3,3,2331,5,90,15,0
22,16,865,8,129,41,0
14,16,1027,9,12,47,0
16,11,2230,3,152,19,0
10,19,4690,10,129,16,0
29,17,3514,4,68,40,0
10,2,4560,3,135,47,1
12,10,205,0,116,43,0
30,17,4704,9,92,23,0
9,3,1342,5,39,4,0
1,16,4661,4,32,21,0
5,17,1527,3,177,24,0
20,4,4544,5,159,42,1
8,13,2707,4,108,55,0
11,9,4464,2,79,26,0
12,14,3117,1,3,42,0
1,0,1067,5,110,2,1
25,15,2715,3,175,40,0
22,10,2073,10,111,8,0
20,19,2802,9,15,9,0
28,5,430,2,51,2,0
25,15,4658,7,107,14,0
11,1,2824,8,21,20,0
5,0,2850,6,41,2,0
15,8,1041,1,120,4,0
5,11,1501,7,3,35,0
12,16,4985,10,129,55,0
5,14,1895,10,149,14,0
17,18,4957,4,80,21,0
17,9,519,10,99,48,0
24,11,1869,9,149,15,0
12,13,1868,6,105,39,0
24,8,923,4,95,50,0
28,12,2075,1,177,20,0
15,2,2976,3,65,6,0
15,20,4899,10,41,28,0
6,13,3847,4,67,53,0
12,20,1606,5,124,48,0
27,9,4452,4,42,43,0
29,15,1065,9,69,2,0
20,6,1033,10,171,28,0
18,3,3214,0,101,55,1
14,19,585,0,140,34,0
2,10,208,2,64,14,1
9,15,1375,8,108,9,0
5,19,2008,10,51,23,0
20,3,1026,1,73,44,0
26,16,3628,9,60,35,0
29,12,35,4,80,22,0
1,10,1568,8,156,5,0
23,2,3734,6,124,60,1
3,8,3468,10,14,41,0
6,5,3366,7,160,29,0
5,20,2377,1,8,35,0
21,10,480,4,27,50,0
27,15,2477,8,50,34,0
5,18,4756,0,57,4,0
1,4,895,0,3,45,0
17,13,885,9,155,49,0
19,16,951,7,34,9,0
14,2,3051,1,26,51,0
12,3,581,8,168,14,1
10,15,4159,9,115,45,0
20,15,614,8,86,5,0
21,20,4430,3,160,50,0
18,3,3539,1,169,56,1
24,18,4990,2,130,47,0
27,16,4370,9,111,27,0
11,12,391,0,106,11,0
30,0,1246,2,135,30,1
2,11,2390,4,19,51,0
25,3,3789,2,33,37,0
18,10,2115,2,2,39,0
29,4,1527,9,15,34,0
25,1,1543,5,21,51,0
7,16,3304,2,78,24,0
24,7,3450,2,59,16,0
15,5,3499,8,104,58,0
11,20,3955,1,82,30,0
18,8,4652,0,118,24,0
23,12,880,9,113,3,0
12,10,2160,7,39,29,0
6,15,3242,2,20,42,0
20,15,3241,6,1,12,0
23,1,3776,1,73,55,0
30,9,4970,10,9,27,0
13,11,3217,10,51,29,0
20,7,4503,7,166,2,0
16,10,4497,8,15,57,0
18,9,3836,7,84,29,0
10,12,1622,7,41,40,0
28,16,1087,7,175,57,0
23,6,1310,6,154,9,0
8,2,2168,1,54,55,0
18,19,2281,7,119,52,0
21,12,2539,4,167,44,0
1,18,3270,5,17,28,0
23,6,373,3,128,37,0
8,8,855,0,92,23,0
29,18,3042,4,9,13,0
6,12,1337,2,46,5,0
5,7,3172,8,134,32,0
15,17,401,3,16,28,0
22,1,3265,9,112,58,1
15,17,2069,1,87,15,0
2,17,3247,3,157,24,0
1,10,2056,2,169,32,0
23,0,4251,2,62,21,0
23,13,1315,4,104,5,0
26,15,2904,0,120,37,0
11,10,2042,4,168,36,0
10,0,774,7,152,59,1
30,6,508,9,134,28,0
18,15,3378,8,40,32,0
18,13,2954,0,58,59,0
17,14,3814,1,142,60,0
26,13,4223,1,78,23,0
8,20,4470,5,173,16,0
15,10,145,0,111,50,0
8,15,1110,10,99,10,0
17,18,1881,0,6,29,0
12,16,4043,1,23,52,0
27,5,4123,3,62,27,0
8,10,4022,1,17,35,0
25,16,214,3,84,42,0
14,8,4604,2,112,45,0
4,17,2381,2,104,24,0
1,16,4700,8,125,23,0
1,11,571,7,28,3,0
19,4,3324,9,141,36,1
16,10,3970,8,157,45,0
14,3,2536,0,173,14,1
21,3,2221,4,20,4,0
16,2,2381,3,117,44,1
5,16,4745,10,54,48,0
9,6,2691,8,109,42,0
26,3,2816,2,64,55,0
30,12,3779,4,52,32,0
28,11,2265,7,43,56,0
2,0,4420,9,87,20,0
18,20,910,4,18,56,0
6,18,1760,8,84,17,0
9,20,4909,1,54,29,0
1,19,3305,5,60,57,0
9,17,3169,4,123,39,0
25,10,1462,8,71,32,0
16,19,1253,6,129,4,0
13,2,2332,7,113,24,1
9,16,1680,6,37,44,0
21,11,2037,9,49,42,0
13,9,1778,9,35,2,0
9,7,3673,4,105,14,0
11,14,2312,10,35,40,0
4,4,1179,4,9,42,0
2,3,4720,10,165,38,1
29,20,2442,3,60,55,0
6,19,396,1,56,55,0
14,18,2440,8,106,34,0
4,20,3358,9,111,46,0
6,3,1415,9,89,43,0
19,14,133,9,12,2,0
6,16,4007,9,71,36,0
2,11,3462,2,71,6,0
18,2,3906,10,119,36,1
13,9,1634,10,132,22,0
9,14,1191,2,173,5,0
23,9,737,2,95,38,0
19,17,3894,7,178,41,0
13,0,3680,5,50,54,0
11,2,1151,0,103,22,1
1,20,2385,2,176,48,0
24,11,4041,3,23,11,0
30,0,368,1,90,43,0
22,2,3752,5,93,56,1
7,2,2854,9,8,31,0
25,4,4548,0,29,53,0
21,18,2221,0,171,53,0
15,0,982,7,53,42,0
1,3,370,3,134,29,1
12,3,2642,0,24,59,0
26,16,3200,6,120,33,0
7,13,4958,8,124,22,0
15,17,1634,9,142,49,0
21,0,3938,6,52,27,0
19,15,1766,0,70,8,0
28,2,250,0,4,58,0
29,20,4771,0,116,48,0
25,8,985,7,37,57,0
1,3,4328,6,48,6,0
17,20,2323,2,122,46,0
17,4,1315,2,39,25,0
3,10,797,2,92,34,0
12,20,2438,1,66,9,0
6,8,565,3,13,36,0
26,2,2119,6,60,31,0
11,5,4952,8,126,19,0
3,10,2659,2,169,49,0
8,8,1569,9,32,1,0
14,14,4245,6,180,24,0
14,2,1373,3,133,34,1
10,0,3969,0,66,17,0
2,19,599,4,78,34,0
14,18,1759,7,180,35,0
9,13,550,2,126,36,0
3,16,2432,9,177,13,0
21,13,300,3,29,59,0
26,16,2100,2,166,25,0
8,13,3945,9,70,55,0
16,11,3968,7,136,12,0
2,15,3869,9,55,21,0
6,0,1265,7,110,37,1
28,12,17,3,2,46,0
21,5,1667,10,154,38,0
29,16,4588,1,63,1,0
26,11,4438,2,17,48,0
25,18,1266,2,59,6,0
12,5,3960,3,88,45,0
5,6,1049,10,16,45,0
2,0,2126,1,58,11,0
16,0,694,1,50,16,0
5,4,4028,2,154,22,1
15,5,1807,0,17,46,0
12,15,1834,7,114,11,0
4,15,3544,5,46,37,0
15,13,72,2,106,26,0
11,0,270,0,127,57,1
16,12,3581,2,50,26,0
23,19,3202,0,171,42,0
6,9,4963,2,118,21,0
14,9,1498,3,176,57,0
18,8,1140,5,68,26,0
12,12,4285,6,147,15,0
27,2,364,6,153,39,1
11,17,2784,8,146,35,0
13,19,598,7,51,11,0
21,1,614,3,146,9,1
23,16,2238,5,112,42,0
11,18,183,10,64,23,0
23,12,363,0,145,4,0
16,12,3300,7,59,30,0
15,0,443,5,143,28,1
21,1,2962,1,100,25,1
28,0,268,7,26,22,0
15,4,877,3,176,25,1
25,2,2616,8,14,52,0
4,6,3655,3,122,26,0
11,12,605,0,9,50,0
19,17,403,6,7,29,0
15,20,4441,9,140,46,0
4,6,2120,4,145,41,0
21,0,3874,9,108,32,1
13,4,4149,10,136,26,1
22,16,2210,4,91,28,0
19,7,4007,3,124,20,0
2,14,3863,5,170,48,0
14,19,4959,0,165,59,0
29,3,3764,2,148,2,1
4,1,4380,10,1,23,0
16,4,3439,6,9,39,0
21,0,4531,10,111,5,1
20,4,4588,7,24,21,0
14,5,223,8,125,56,0
27,1,2136,0,162,22,1
29,0,148,3,36,49,0
15,3,4203,1,4,11,0
28,6,3970,1,157,30,0
3,0,673,0,87,28,0
8,0,2842,4,144,36,1
16,7,1083,1,8,17,0
10,19,4584,3,91,21,0
4,15,4032,8,39,37,0
30,20,171,10,58,36,0
18,12,1510,2,140,25,0
2,17,3188,7,172,24,0
17,19,4500,9,4,30,0
13,9,4906,5,25,42,0
4,11,195,9,67,35,1
26,0,4663,4,167,21,1
25,9,1990,1,118,6,0
30,8,4551,10,24,21,0
11,2,3998,2,6,8,0
7,18,839,7,97,5,0
12,8,3529,8,72,40,0
10,9,3521,10,161,10,0
7,18,3338,10,176,31,0
13,15,3358,6,124,58,0
7,17,2495,0,2,30,0
24,13,4621,5,38,51,0
17,2,1235,6,40,21,0
10,1,4861,5,56,36,0
29,0,2854,9,103,27,1
10,17,2743,10,103,38,0
24,8,4430,1,21,35,0
4,12,4006,8,115,60,0
20,1,2680,2,35,32,0
4,6,4792,5,67,26,0
22,15,1508,5,151,4,0
7,20,1698,7,151,27,0
22,18,2457,3,123,36,0
1,14,877,5,42,37,0
12,10,4322,0,81,27,0
24,0,3018,8,41,47,0
13,20,3534,8,114,48,0
10,6,2022,6,20,6,0
15,19,249,10,9,18,0
27,7,57,0,57,26,0
13,9,4059,2,124,44,0
23,4,3467,4,145,24,1
22,8,3289,3,78,52,0
22,0,3238,4,18,7,0
21,1,1258,6,63,55,0
22,18,1177,8,93,44,0
28,13,3500,0,26,14,0
9,19,4980,4,84,13,0
26,9,1907,2,13,26,0
9,8,3546,2,119,43,0
15,9,2189,10,145,43,0
10,5,4730,1,115,2,0
24,16,1980,5,26,46,0
26,5,4706,5,134,47,0
25,3,2730,2,81,23,0
29,19,2391,0,132,28,0
10,2,1953,6,89,1,0
8,18,3156,1,7,32,0
24,17,3493,7,17,12,0
16,3,3706,2,86,46,0
17,7,2835,0,128,50,0
26,16,1837,9,118,53,0
27,4,232,8,92,56,1
5,12,1756,4,50,60,0
4,0,539,0,128,55,1
18,12,143,9,6,35,0
24,3,3813,10,158,26,1
19,13,4496,5,74,31,0
4,2,111,9,56,57,1
28,4,3733,2,39,12,0
7,6,2738,10,142,29,0
10,0,2555,3,54,5,0
25,11,2568,7,22,35,0
18,10,3051,4,41,7,0
19,7,2010,5,90,16,0
4,5,958,9,10,32,0
10,1,1578,3,2,52,0
1,18,4946,5,48,17,0
23,19,2063,2,42,21,0
18,19,3015,9,139,27,0
5,13,203,0,140,40,0
15,0,751,5,142,47,1
17,9,3916,0,30,60,0
3,15,2969,9,60,52,0
12,3,4578,2,158,15,1
2,10,2273,7,38,23,0
1,15,3430,6,75,8,0
23,19,2933,7,65,25,0
21,0,3264,9,175,11,1
17,15,3249,9,39,57,0
22,18,3875,1,177,21,0
16,20,47,9,73,54,0
5,8,1708,6,58,55,0
15,8,4576,3,107,10,0
3,8,4036,0,89,50,0
28,16,3223,10,17,9,0
7,11,1793,2,134,48,0
11,12,1976,4,143,1,0
10,7,112,9,95,22,0
9,15,51,7,156,6,0
14,17,3004,1,172,30,0
13,0,3228,1,146,55,1
29,0,3000,7,160,34,1
25,11,4298,8,172,13,0
30,5,3379,9,70,22,0
25,8,1071,0,63,6,0
2,4,2559,1,58,41,0
3,15,1686,3,175,46,0
7,17,3699,2,126,24,0
21,16,4007,0,145,21,0
18,17,335,3,167,39,0
3,0,1130,10,135,23,1
10,18,117,10,63,5,0
22,7,2688,1,117,7,0
29,2,344,9,162,3,1
7,4,2049,4,53,55,0
9,7,813,0,82,13,0
17,18,1858,7,176,54,0
11,17,776,9,43,12,0
7,17,3537,1,4,6,0
24,20,2316,10,75,34,0
28,0,2839,2,94,15,1
14,14,1498,2,107,47,0
19,17,4139,3,91,18,0
4,6,3576,6,93,55,0
26,15,2383,8,180,49,0
6,15,846,2,160,57,0
10,14,3319,0,113,3,0
7,5,3622,10,90,22,0
13,8,4844,9,94,35,0
14,6,2801,0,179,28,0
4,13,4222,10,138,41,0
8,10,3993,5,140,42,0
5,20,3778,4,167,12,0
1,15,1514,9,138,55,0
4,5,2460,6,92,1,0
3,15,3054,6,105,36,0
9,19,2043,2,73,30,0
8,15,1709,6,10,53,0
1,11,2290,8,104,55,0
27,16,1317,7,151,23,0
6,4,2537,2,141,37,1
9,12,3848,9,48,28,0
7,7,985,4,109,49,0
4,4,2066,7,89,53,0
13,11,4820,1,44,5,0
17,8,2436,6,93,36,0
28,2,3684,10,64,54,0
2,2,2438,9,40,47,0
28,0,4949,9,134,56,1
5,17,3743,6,120,10,0
12,11,369,10,72,5,0
27,8,2233,7,98,14,0
21,8,494,0,171,24,0
8,17,1438,7,32,28,0
6,17,2090,0,177,21,0
8,6,705,2,74,45,0
18,3,4670,8,123,51,1
3,12,211,3,147,40,1
22,16,3867,9,84,12,0
12,1,1208,8,52,20,0
29,13,1277,0,180,51,0
26,2,2980,7,34,32,0
3,4,83,2,81,51,1
22,13,105,10,108,38,0
6,2,4278,6,126,40,1
2,6,3487,1,5,42,0
23,17,2212,6,41,21,0
12,12,267,6,34,17,0
2,9,3668,8,20,1,0
6,12,4435,1,66,51,0
17,15,2816,7,92,44,0
3,8,4266,4,146,28,0
2,1,195,9,44,54,1
23,4,152,8,103,2,1
30,16,3363,7,48,17,0
20,3,649,2,35,39,0
8,16,3759,2,111,14,0
22,8,2084,10,39,14,0
12,19,3978,9,3,44,0
26,1,211,7,19,48,0
4,17,3102,8,125,18,0
5,20,3175,1,146,40,0
13,10,3089,2,83,34,0
29,12,4577,7,5,43,0
15,7,2112,1,55,1,0
25,0,920,7,13,42,0
23,16,1581,4,162,18,0
16,11,3458,5,18,48,0
10,3,2169,9,68,34,0
30,20,4335,3,100,23,0
30,12,2554,2,171,49,0
25,8,1339,7,169,16,0
23,6,3623,8,38,19,0
16,4,470,7,166,37,1
12,4,816,8,141,60,1
17,16,3709,0,125,55,0
16,8,2283,4,22,6,0
12,5,68,6,29,24,0
8,18,2485,7,137,17,0
20,15,4833,10,110,48,0
3,20,1165,1,108,16,0
16,1,507,10,68,39,0
30,9,4335,3,104,48,0
13,15,4438,6,145,41,0
23,4,3986,4,165,55,1
28,14,1617,0,132,6,0
19,12,730,1,40,16,0
8,12,1284,4,144,9,0
22,12,3877,5,139,29,0
5,14,700,0,26,4,0
20,13,4033,2,95,60,0
8,7,4162,5,98,26,0
24,10,3447,5,103,54,0
12,17,2365,6,125,38,0
1,3,759,9,2,26,0
25,9,3061,2,91,14,0
30,0,4783,0,45,35,0
21,4,3574,6,171,55,1
20,12,4665,10,3,49,0
6,0,1714,2,162,43,1
22,7,3455,4,80,24,0
18,2,4454,3,64,8,0
8,2,2387,0,135,40,1
7,6,3241,6,35,25,0
1,3,2225,3,22,4,0
21,2,895,0,176,15,1
16,14,874,10,160,16,0
12,7,3504,5,26,54,0
6,2,3064,3,120,11,1
20,6,795,3,6,28,0
2,17,466,1,174,7,1
29,10,354,0,118,50,0
14,10,563,2,85,38,0
4,16,797,9,121,24,0
1,5,1829,4,63,31,0
23,7,714,8,129,4,0
18,0,4917,6,149,37,1
13,9,962,3,20,56,0
2,18,824,7,29,35,0
9,2,1558,3,43,6,0
21,3,153,5,173,46,1
2,10,2787,0,65,33,0
27,14,3776,5,131,52,0
25,0,4968,9,96,32,1
9,8,3835,4,20,46,0
1,10,1226,1,81,38,0
11,18,1817,0,37,35,0
3,12,4480,5,38,17,0
20,15,4782,10,45,54,0
30,3,2749,1,170,32,1
23,0,1299,8,46,14,0
26,19,565,8,60,19,0
4,12,872,0,96,24,0
18,0,2495,4,13,39,0
23,4,4986,7,31,11,0
6,4,2365,3,124,7,1
3,13,975,2,68,45,0
22,13,2405,4,116,60,0
11,7,485,4,62,24,0
15,3,1348,7,177,55,1
22,6,534,5,146,53,0
28,19,2581,1,75,58,0
5,18,571,10,106,24,0
20,14,3712,0,53,14,0
10,3,4674,2,146,24,1
12,18,1215,1,51,11,0
15,8,4043,3,169,8,0
17,20,3857,2,101,44,0
10,12,4211,8,101,15,0
6,13,2248,4,83,42,0
18,13,1170,3,123,54,0
13,9,4805,9,134,2,0
3,15,3835,8,165,24,0
30,4,81,3,12,45,0
24,5,764,5,81,10,0
10,1,3862,9,2,32,0
30,12,914,0,53,17,0
14,12,61,1,153,57,0
6,18,2631,3,156,57,0
3,17,3200,8,173,54,0
16,18,3958,5,37,10,0
7,0,1297,5,145,22,1
20,7,4790,10,69,6,0
14,15,1782,8,56,27,0
9,1,3912,3,121,20,1
15,7,3930,2,58,1,0
21,5,959,6,4,17,0
3,15,3148,6,103,1,0
2,10,2426,8,49,37,0
27,16,2289,5,38,15,0
2,18,1435,1,45,55,0
3,10,1594,5,108,1,0
18,7,1056,7,158,17,0
14,3,2175,5,37,46,0
20,10,4033,8,155,45,0
18,7,1186,3,32,60,0
10,8,2170,2,139,43,0
25,1,1041,10,58,44,0
2,15,3298,4,77,38,0
25,5,4536,2,163,43,0
29,20,1325,10,17,2,0
22,20,902,1,158,18,0
1,18,116,1,146,12,1
4,7,3090,3,30,29,0
14,13,754,2,90,23,0
1,15,631,8,119,47,0
14,11,4250,6,16,9,0
16,4,830,5,75,8,0
22,18,421,9,4,50,0
14,17,123,7,127,16,0
29,8,2456,8,105,23,0
20,1,3356,2,143,53,1
3,19,4229,9,155,29,0
3,11,95,6,4,59,1
9,1,4152,8,163,10,1
6,9,1582,0,85,12,0
25,0,2015,9,63,52,0
13,3,4089,8,100,12,1
21,11,813,6,66,30,0
2,8,3344,9,39,10,0
8,3,3359,3,156,14,1
21,8,1079,10,162,4,0
2,5,2679,5,161,47,0
4,0,4151,10,178,20,1
25,9,2781,10,72,41,0
15,13,4645,5,72,39,0
4,17,4192,5,42,7,0
13,5,1418,1,86,30,0
28,17,3750,4,91,52,0
12,19,274,6,28,41,0
28,15,3858,5,155,24,0
13,14,3103,2,119,10,0
14,15,4808,10,129,52,0
20,7,1483,4,91,45,0
18,12,4291,7,8,38,0
29,10,335,10,121,36,0
28,6,1216,4,46,17,0
6,16,4502,9,24,21,0
29,17,1514,2,115,58,0
11,18,3544,8,168,46,0
30,12,1450,10,179,59,0
2,14,965,2,119,3,0
28,0,564,1,24,1,0
23,15,3264,5,22,18,0
19,4,4149,7,68,2,0
19,2,4587,5,136,40,1
5,9,2046,0,58,48,0
19,18,1296,7,15,4,0
2,4,1207,0,8,32,0
10,6,4671,8,170,19,0
25,13,2277,7,167,20,0
2,2,3639,5,35,42,0
30,12,3475,1,169,49,0
11,12,781,8,48,49,0
18,9,2466,7,96,53,0
29,1,480,3,71,7,0
24,5,1380,1,44,9,0
15,7,3142,5,97,7,0
9,3,681,0,35,27,0
23,11,1184,6,27,21,0
19,14,120,0,70,35,0
9,7,3569,5,66,24,0
3,6,1036,4,71,32,0
21,13,3564,9,80,12,0
9,18,3243,2,29,23,0
28,13,4449,5,31,36,0
30,12,1482,3,68,49,0
14,20,2389,5,25,29,0
19,0,4882,3,117,3,1
7,18,2981,0,141,43,0
16,0,2391,4,81,8,0
16,3,3300,7,168,34,1
28,9,4763,5,87,57,0
1,2,1843,9,135,14,1
4,19,463,8,160,36,1
4,8,750,3,24,48,0
7,2,2390,9,1,46,0
8,5,2367,8,111,32,0
17,5,1453,7,47,7,0
5,11,3690,2,179,10,0
7,0,1758,5,36,12,0
28,15,2411,3,155,55,0
20,4,4929,0,42,60,0
29,8,3181,8,76,40,0
20,9,4250,3,90,23,0
4,12,2016,10,89,11,0
28,14,1796,4,68,52,0
6,11,1419,2,70,13,0
7,4,1772,3,110,12,1
18,4,919,8,126,7,1
5,17,770,6,141,53,0
20,11,3250,7,153,44,0
30,2,2699,2,95,10,1
29,6,540,2,22,7,0
3,16,1369,6,21,51,0
7,18,3828,7,143,58,0
27,17,2037,4,165,27,0
28,0,2570,0,45,7,0
22,4,2187,2,154,55,1
14,1,1547,4,111,50,1
7,0,1283,2,178,24,1
5,6,2791,0,163,23,0
29,10,956,6,169,25,0
22,10,1308,0,72,44,0
5,17,2521,9,116,36,0
30,16,2198,5,11,57,0
23,1,891,5,88,33,0
2,6,1857,6,136,37,0
30,6,1985,10,54,42,0
27,9,4278,0,129,39,0
21,20,4578,10,20,52,0
22,2,2974,2,100,7,1
6,11,3073,8,34,30,0
15,2,3138,1,57,60,0
21,10,507,4,141,31,0
10,11,2226,2,125,57,0
23,3,998,4,53,45,0
26,15,2618,6,52,46,0
24,19,2485,0,134,37,0
7,17,4524,2,36,21,0
5,3,1380,10,153,34,1
1,5,3598,5,91,46,0
13,20,2512,6,95,21,0
21,14,4819,9,3,40,0
26,0,188,2,28,20,0
18,2,1939,3,122,34,1
13,4,2558,5,166,8,1
21,16,4844,4,34,32,0
21,13,121,10,84,52,0
18,8,3229,8,141,30,0
5,2,724,0,111,29,1
13,12,1411,4,5,5,0
4,2,2934,10,128,30,1
17,10,1391,0,88,12,0
3,1,3137,7,115,39,1
17,14,4918,6,102,27,0
28,12,3021,4,17,53,0
11,18,1218,5,31,13,0
21,15,3135,3,92,47,0
20,17,46,8,161,10,0
23,6,1838,2,104,36,0
21,12,3070,1,93,31,0
26,3,3351,6,132,16,1
30,8,3951,1,82,39,0
4,9,819,5,55,45,0
2,8,3082,10,152,36,0
20,6,4128,7,160,26,0
16,14,1536,2,73,44,0
28,7,3529,2,47,20,0
18,18,4901,2,144,34,0
8,10,505,0,149,37,0
3,4,434,8,94,8,1
9,1,2757,4,67,4,0
29,9,2075,8,97,59,0
20,15,1992,4,159,29,0
29,12,1478,6,120,31,0
6,7,3810,0,142,2,0
10,8,1243,8,134,25,0
21,10,1807,0,157,38,0
10,10,574,3,37,3,0
13,15,3029,6,164,46,0
17,9,1314,10,110,42,0
9,11,142,8,78,43,0
17,5,458,0,171,5,0
24,11,1840,10,118,22,0
9,9,2168,5,42,16,0
9,17,3636,10,74,9,0
1,17,859,9,125,53,0
2,3,3972,10,60,48,0
28,8,1490,4,64,9,0
16,6,910,2,58,49,0
29,17,4864,9,2,12,0
1,7,1549,1,78,47,0
10,10,1909,0,71,42,0
18,6,2954,1,120,4,0
26,8,4967,3,8,49,0
28,7,3254,5,164,18,0
8,2,524,4,13,18,0
21,16,1601,3,39,42,0
28,1,93,7,102,43,1
11,14,3752,6,81,53,0
23,13,4903,3,6,33,0
2,17,2137,9,19,42,0
8,15,1611,4,153,3,0
27,19,4627,9,131,59,0
22,3,1232,4,105,38,1
8,19,4339,2,53,17,0
17,5,1852,8,28,12,0
15,5,2301,10,154,11,0
17,10,1599,4,47,17,0
28,16,2906,9,136,35,0
23,2,4498,1,57,41,0
24,12,18,3,55,50,0
13,2,4718,3,79,60,0
19,15,724,4,1,6,0
5,14,1937,7,168,35,0
12,10,119,4,23,6,0
1,17,4939,0,42,32,0
23,14,275,1,178,11,0
5,4,3233,2,4,43,0
8,15,964,2,8,39,0
13,15,1359,9,164,13,0
8,16,1584,5,10,13,0
25,8,2233,8,116,39,0
23,2,3841,9,158,46,1
11,19,3265,0,100,34,0
1,12,1068,5,16,3,0
13,2,1967,8,158,32,1
19,6,4954,3,64,4,0
24,5,3157,9,108,40,0
3,8,2529,2,121,53,0
24,11,3663,5,139,1,0
17,14,2580,5,162,9,0
5,20,2937,1,55,49,0
20,19,3897,4,83,50,0
21,2,897,0,4,7,0
8,9,754,8,177,27,0
26,0,3524,8,44,3,0
14,18,2940,2,159,22,0
4,18,2689,4,48,16,0
11,12,185,2,99,8,0
20,11,575,6,98,5,0
15,0,3227,0,26,49,0
19,18,4367,4,103,58,0
7,15,4636,5,97,30,0
19,14,1404,10,12,28,0
28,15,1230,6,45,51,0
19,10,957,2,136,27,0
11,5,594,6,9,50,0
26,10,2872,3,1,22,0
5,2,1630,9,133,30,1
5,14,3365,10,71,37,0
30,0,2359,5,54,7,0
22,6,3201,4,104,50,0
8,0,3217,3,152,30,1
10,16,2586,5,154,13,0
6,8,541,2,10,22,0
15,12,1241,2,40,11,0
16,10,2003,4,44,5,0
28,19,1707,10,112,22,0
17,5,3380,4,12,15,0
8,0,1555,8,22,53,0
8,6,3175,3,155,39,0
25,11,1447,4,82,37,0
9,19,380,8,142,31,0
2,18,4514,3,153,29,0
15,16,626,2,52,39,0
18,3,4176,6,112,17,1
3,2,4024,6,118,41,1
17,0,4189,7,59,6,0
4,17,2266,3,38,41,0
30,20,4364,3,20,17,0
4,14,3320,8,78,34,0
14,7,941,9,20,23,0
9,0,2339,6,101,52,1
9,19,403,2,110,30,0
25,13,2475,8,30,13,0
26,3,3287,4,107,58,1
23,4,1939,3,41,30,0
30,12,635,0,84,49,0
18,14,4667,8,71,53,0
10,5,2889,5,63,20,0
21,0,3176,10,95,6,1
4,18,3432,1,29,55,0
12,12,2119,6,77,31,0
27,5,1175,2,172,59,0
8,14,2791,5,79,19,0
2,15,1901,7,83,6,0
22,15,3192,2,57,34,0
13,9,1649,4,152,28,0
21,8,791,5,147,58,0
16,8,4702,0,17,13,0
28,16,2066,9,112,52,0
2,16,2333,6,132,10,0
11,16,2284,3,150,41,0
10,11,2243,9,6,45,0
15,12,2648,10,158,7,0
17,11,3297,6,93,18,0
8,13,2490,6,75,22,0
18,9,2626,10,139,14,0
23,18,365,4,48,36,0
9,1,4497,7,46,8,0
25,3,4684,7,155,12,1
8,18,3356,4,147,40,0
27,6,3532,4,86,48,0
14,14,2477,6,92,33,0
28,14,173,5,59,24,0
26,5,3644,3,124,42,0
25,2,4743,1,83,39,0
18,5,3673,7,145,14,0
22,15,3264,2,50,49,0
20,1,3391,1,168,51,1
30,6,2074,9,100,5,0
20,10,4275,6,87,19,0
21,6,3994,9,114,3,0
12,3,3897,5,139,1,1
19,19,349,7,122,40,0
14,6,4831,5,14,41,0
17,3,3791,6,13,37,0
24,11,3600,1,88,33,0
21,4,1943,9,80,49,0
3,18,1655,1,156,57,0
26,4,4238,5,172,46,1
30,18,2697,8,63,17,0
23,20,4928,2,103,9,0
7,2,2136,10,106,31,1
17,10,4451,9,17,35,0
12,6,4714,7,50,3,0
9,16,648,4,154,13,0
15,8,1234,5,135,52,0
18,20,3715,5,123,37,0
21,8,3920,10,79,38,0
13,9,4255,9,16,14,0
30,12,1559,10,17,6,0
21,14,4155,2,90,58,0
30,4,1515,10,163,29,1
8,2,4440,10,84,57,0
14,7,1385,4,84,49,0
8,19,677,0,151,9,0
14,9,2384,1,9,36,0
7,12,4100,9,18,23,0
23,2,1025,2,75,15,0
12,7,345,3,176,54,0
11,8,4771,8,72,57,0
22,20,90,0,91,50,0
22,11,2144,2,66,47,0
11,10,1809,2,23,59,0
25,1,267,5,138,50,1
22,17,194,4,38,7,0
28,8,132,2,128,47,0
29,1,4710,3,59,60,0
13,1,3524,10,68,25,0
18,2,1404,6,85,37,0
2,15,2362,2,119,23,0
29,18,3229,8,171,11,0
21,3,1318,7,12,56,0
15,17,3954,1,112,46,0
20,19,1951,4,116,8,0
27,17,500,3,142,36,0
18,9,1064,4,52,42,0
15,10,711,2,84,39,0
19,16,2944,9,111,1,0
23,19,4705,10,61,52,0
24,15,1144,0,169,44,0
12,19,89,7,21,13,0
13,12,845,8,176,16,0
22,1,661,7,56,46,0
11,1,426,3,35,13,0
